ID_INTERNO,IDENTIFICACION,NOMBRE,APELLIDO,CORREO,TELEFONO,DIRECCION,VIGENCIA,TIPO_HECHO,GENERO,ESTADO_CIVIL,NACIONALIDAD,DEPA_PRO_COLEGIO,CIUDAD_PRO_COLEGIO,DEPA_RESI,CIUDAD_RESI,MODALIDAD,METODOLOGIA,JORNADA,FACULTAD,PROGRAMA,SEMESTRE,SEDE,CONDICION_ESTUDIANTE,COLEGIO,NATURALEZA_COLEGIO,RAZA,DISCAPACIDAD,EPS,ESTRATO,METODO DE PAGO,ESTADO DE CURSO
577,1093670854,Andrés,Romero Rojas,andrés.romero577@uqvirtual.edu.co,3169412035,"Calle 25 # 11 - 72, Quimbaya",2019-2,Inscrito,Hombre,Casado,Colombiano,Quindío,Quimbaya,Quindío,Quimbaya,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,INST QUIMBAYA,Oficial,Blanca,NO APLICA,SURA,3,Icetex,Finalizado
578,1030162102,Patricia,Jiménez Blanco,patricia.jiménez578@uqvirtual.edu.co,3151264192,"Calle 48 # 16 - 47, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,9,Armenia,Sin info,TERESITA MONTES,Oficial,Blanca,NO APLICA,COOMEVA EPS,3,De contado,Abandonado
579,1095328388,Ricardo,Álvarez Mejía,ricardo.álvarez579@uqvirtual.edu.co,3115993003,"Calle 3 # 15 - 45, La Tebaida",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,La Tebaida,Quindío,La Tebaida,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,3,Armenia,Sin info,INST TEBAIDA,Oficial,Mestiza,NO APLICA,SERVICIOOCCIDENTALDESALUD,2,Icetex,Abandonado
580,1016251691,María,Holguín Espinoza,maría.holguín580@uqvirtual.edu.co,3191816451,"Calle 25 # 19 - 93, Popayan",2019-2,Inscrito,Mujer,Casado,Colombiano,Cauca,Popayan,Cauca,Popayan,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,7,Armenia,Sin info,NORMAL SUPERIOR DE POPAYAN,Oficial,Mestiza,NO APLICA,SALUD VIDA,2,De contado,Abandonado
581,1013750774,Cristina,Álvarez Sierra,cristina.álvarez581@uqvirtual.edu.co,3169466473,"Calle 43 # 10 - 16, Filandia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Filandia,Quindío,Filandia,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,FRANCISCO MIRANDA,Oficial,Blanca,MÚLTIPLE,ASMETSALUD,2,De contado,Finalizado
582,1093663012,Julián,Rodríguez Serna,julián.rodríguez582@uqvirtual.edu.co,3146090018,"Calle 32 # 10 - 86, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,1,Armenia,Sin info,ESCUELA NORMAL SUPERIOR,Oficial,Mestiza,NO APLICA,NUEVA EPS,1,Icetex,Abandonado
583,1016151736,Valentina,Ruiz Zapata,valentina.ruiz583@uqvirtual.edu.co,3153817567,"Calle 48 # 30 - 31, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,7,Armenia,Sin info,LOS QUINDOS,Oficial,Mestiza,NO APLICA,OTRO,2,De contado,Abandonado
584,1050321804,Liliana,Franco Patiño,liliana.franco584@uqvirtual.edu.co,3225881245,"Calle 41 # 8 - 44, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. de Educacion,Lic. en Pedagogia Social para la Rehabilitacion,5,Armenia,Sin info,TERESITA MONTES,Oficial,Sin info,Sin info,SURA,1,Icetex,Cursando
585,1086748475,Catalina,Valencia Restrepo,catalina.valencia585@uqvirtual.edu.co,3218070029,"Calle 35 # 25 - 64, Calarca",2019-2,Inscrito,Mujer,Separado,Colombiano,Sin Depto,Sin Ciudad,Quindío,Calarca,Postgrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Maestria en Admon,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,SURA,3,Credito propio,Finalizado
586,1049818794,Andrea,Morales Rojas,andrea.morales586@uqvirtual.edu.co,3229045625,"Calle 35 # 14 - 97, Florencia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cauca,Florencia,Cauca,Florencia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Administracion Negocios Presencial,6,Armenia,Sin info,INST EDUC TORIBIO PAZ MONCAYO,Oficial,Mestiza,NO APLICA,SISBEN,1,De contado,Cursando
587,1085224073,Juliana,Castrillón Escobar,juliana.castrillón587@uqvirtual.edu.co,3221398862,"Calle 6 # 16 - 83, Bogotá D.C.",2019-2,Inscrito,Mujer,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,5,Armenia,Sin info,COLEGIO PALERMO  IEDIP  (IED),Oficial,Blanca,NO APLICA,SANITAS EPS,2,Icetex,Abandonado
588,1053395274,Isabella,Hincapié Montoya,isabella.hincapié588@uqvirtual.edu.co,3219921353,"Calle 40 # 4 - 52, Samaniego",2019-2,Inscrito,Mujer,Soltero,Colombiano,Nariño,Samaniego,Nariño,Samaniego,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Comunicacion Social-Periodismo,8,Armenia,Sin info,INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA,Oficial,Mestiza,NO APLICA,OTRO,2,Credito propio,Abandonado
589,1053503817,Erika,Toro Álvarez,erika.toro589@uqvirtual.edu.co,3195767149,"Calle 8 # 18 - 67, Manizales",2019-2,Inscrito,Mujer,Soltero,Colombiano,Sin Depto,Sin Ciudad,Caldas,Manizales,Postgrado,Presencial,Extendida,Fac. Ciencias de la Salud,Especializacion en Pediatria,5,Armenia,Sin info,Sin colegio,Sin info,Mestiza,NO APLICA,SALUD TOTAL EPS,3,Icetex,Cursando
590,1074135562,Juliana,Ortiz Villada,juliana.ortiz590@uqvirtual.edu.co,3157812477,"Calle 29 # 14 - 64, Tumaco",2019-2,Inscrito,Mujer,Soltero,Colombiano,Nariño,Tumaco,Nariño,Tumaco,Pregrado,Presencial,Diurna,Fac. Ciencias de la Salud,Gerontologia,3,Armenia,Sin info,IE. INST. TEC. AGROPECUARIO DE CANDELILLAS CARRETERA,Oficial,Negra,NO APLICA,NUEVA EPS,1,De contado,Cursando
591,1033126337,Víctor,Rodríguez Castrillón,víctor.rodríguez591@uqvirtual.edu.co,3178639472,"Calle 47 # 27 - 40, Buenaventura",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Valle Del Cauca,Buenaventura,Valle Del Cauca,Buenaventura,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,6,Buenaventura,Sin info,PASCUAL DE ANDAGOYA,Oficial,Negra,NO APLICA,NUEVA EPS,1,Credito propio,Abandonado
592,1074724026,Marcela,Trujillo Morales,marcela.trujillo592@uqvirtual.edu.co,3135867935,"Calle 50 # 10 - 52, Armenia",2019-2,Inscrito,Mujer,Casado,Colombiano,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,Fac. de Educacion,Doctorado en Ciencias de la Educacion,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,OTRO,4,Icetex,Finalizado
593,1097376310,Mateo,Zuluaga Espinoza,mateo.zuluaga593@uqvirtual.edu.co,3158123748,"Calle 16 # 10 - 44, Dos Quebradas",2019-2,Inscrito,Hombre,Soltero,Colombiano,Risaralda,Pereira,Risaralda,Dos Quebradas,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INST TEC SUPERIOR PEREIRA,Oficial,Mestiza,NO APLICA,OTRO,3,Icetex,Finalizado
594,1068000369,Beatriz,García Moreno,beatriz.garcía594@uqvirtual.edu.co,3101901520,"Calle 31 # 2 - 19, Calarca",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,10,Armenia,Sin info,JHON F KENEDY,Oficial,Negra,NO APLICA,OTRO,1,Credito propio,Finalizado
595,1032401149,Luisa,Trujillo Suárez,luisa.trujillo595@uqvirtual.edu.co,3148066009,"Calle 34 # 22 - 88, San Pablo",2019-2,Inscrito,Mujer,Soltero,Colombiano,Nariño,San Pablo,Nariño,San Pablo,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Administracion Negocios Presencial,10,Armenia,Sin info,INSTITUCION EDUCATIVA  ANTONIO NARIÑO,Oficial,Mestiza,NO APLICA,ASMETSALUD,1,Icetex,Finalizado
596,1087727090,Marta,Romero Holguín,marta.romero596@uqvirtual.edu.co,3159466122,"Calle 39 # 22 - 71, Barranquilla",2019-2,Inscrito,Mujer,Casado,Colombiano,Atlántico,Soledad,Atlántico,Barranquilla,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,4,Armenia,Sin info,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,Oficial,Mestiza,NO APLICA,SANITAS EPS,2,De contado,Cursando
597,1069571679,Nicolás,Zapata Escobar,nicolás.zapata597@uqvirtual.edu.co,3171325107,"Calle 29 # 5 - 63, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,10,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Blanca,NO APLICA,OTRO,4,Icetex,Finalizado
598,1090167555,Gustavo,Torres Vargas,gustavo.torres598@uqvirtual.edu.co,3218891786,"Calle 23 # 27 - 70, La Virginia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Risaralda,Pereira,Risaralda,La Virginia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ing. de Sistemas y Computacion,9,Armenia,Sin info,COL LA SALLE,Privada,Mestiza,NO APLICA,OTRO,3,De contado,Abandonado
599,1065577727,Hugo,Giraldo Londoño,hugo.giraldo599@uqvirtual.edu.co,3124326329,"Calle 20 # 21 - 69, Neiva",2019-2,Inscrito,Hombre,Casado,Colombiano,Huila,Garzon,Huila,Neiva,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,9,Armenia,Sin info,IE JENARO DIAZ JORDAN,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,De contado,Abandonado
600,1070856692,Yerson,Acosta Martínez,yerson.acosta600@uqvirtual.edu.co,3107703122,"Calle 30 # 17 - 89, Pereira",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Pasto,Risaralda,Pereira,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,10,Pereira,Sin info,I.E.M. ARTEMIO MENDOZA CARVAJAL,Oficial,Mestiza,NO APLICA,MINISTERIO DE DEFENSA - POLICÍA NACIONAL,3,De contado,Finalizado
601,1087538619,Johanna,Rodríguez Aguirre,johanna.rodríguez601@uqvirtual.edu.co,3156211123,"Calle 33 # 15 - 45, Barranquilla",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Atlántico,Barranquilla,Atlántico,Barranquilla,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,COLEGIO NUESTRA SEÑORA DEL CARMEN,Privada,Afroamericana,NO APLICA,SURA,2,De contado,Finalizado
602,1084678636,Gustavo,Pérez Bermúdez,gustavo.pérez602@uqvirtual.edu.co,3229010221,"Calle 27 # 21 - 73, Colon",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Colon,Nariño,Colon,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INSTITUCION EDUCATIVA LEOPOLDO LOPEZ ALVAREZ,Oficial,Blanca,NO APLICA,EMMSANAR,1,De contado,Finalizado
603,1085412086,Andrés,Espinoza Acevedo,andrés.espinoza603@uqvirtual.edu.co,3212314209,"Calle 26 # 10 - 75, Bogotá D.C.",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,COLEGIO VENECIA (IED),Oficial,Mestiza,NO APLICA,CAFÉ SALUD,2,Icetex,Cursando
604,1028011633,Cristian,Osorio Vargas,cristian.osorio604@uqvirtual.edu.co,3188777266,"Calle 30 # 12 - 65, Armenia",2019-2,Inscrito,Hombre,Casado,Colombiano,Valle Del Cauca,Buenaventura,Quindío,Armenia,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,3,Armenia,Sin info,PASCUAL DE ANDAGOYA,Oficial,Negra,NO APLICA,SURA,2,De contado,Cursando
605,1072758309,Tatiana,Muñoz Reyes,tatiana.muñoz605@uqvirtual.edu.co,3119663404,"Calle 20 # 7 - 74, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,1,Armenia,Sin info,GUSTAVO MATAMOROS D COSTA,Oficial,Blanca,NO APLICA,CAFESALUD,1,De contado,Cursando
606,1050857659,Claudia,Franco Naranjo,claudia.franco606@uqvirtual.edu.co,3173676618,"Calle 14 # 29 - 81, Monteria",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Córdoba,San Pelayo,Córdoba,Monteria,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,INST EDU SANTA TERESITA,Oficial,Mestiza,NO APLICA,SANITAS EPS,1,Icetex,Finalizado
607,1073875293,Víctor,Toro Mendoza,víctor.toro607@uqvirtual.edu.co,3101993816,"Calle 22 # 5 - 66, Montenegro",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Montenegro,Quindío,Montenegro,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,1,Armenia,Sin info,SANTA MARIA GORETTI,Oficial,Mestiza,NO APLICA,NUEVA EPS,1,Credito propio,Cursando
608,1069022358,Fernando,Arango Castro,fernando.arango608@uqvirtual.edu.co,3217768859,"Calle 3 # 3 - 71, Providencia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Providencia,Nariño,Providencia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,1,Armenia,Sin info,INSTITUCION EDUCATIVA PROVIDENCIA,Oficial,Mestiza,NO APLICA,OTRO,1,Credito propio,Abandonado
609,1087047125,Verónica,Jiménez García,verónica.jiménez609@uqvirtual.edu.co,3182375573,"Calle 37 # 1 - 55, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,5,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Blanca,NO APLICA,SURA,1,Icetex,Abandonado
610,1041851891,Sara,Murillo Reyes,sara.murillo610@uqvirtual.edu.co,3129742413,"Calle 7 # 1 - 7, Pereira",2019-2,Inscrito,Mujer,Soltero,Colombiano,Sin Depto,Sin Ciudad,Risaralda,Pereira,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,4,Pereira,Sin info,Sin colegio,Sin info,Mestiza,Sin info,SALUDCOOP EPS,3,Credito propio,Cursando
611,1058659551,Pedro,Franco Jiménez,pedro.franco611@uqvirtual.edu.co,3105347201,"Calle 42 # 22 - 11, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Ricaurte,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Economia,8,Armenia,Sin info,INSTITUCION EDUCATIVA RICAURTE,Oficial,Mestiza,NO APLICA,NUEVA EPS,1,De contado,Abandonado
612,1018452607,Sofía,Marín Vásquez,sofía.marín612@uqvirtual.edu.co,3157465967,"Calle 28 # 29 - 95, Soacha",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Cundinamarca,Soacha,Cundinamarca,Soacha,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,5,Armenia,Sin info,INSTITUCION EDUCATIVA  SAN MATEO,Oficial,Blanca,NO APLICA,FAMISANAR EPS,3,Credito propio,Abandonado
613,1024769639,Ximena,Rivera Rivera,ximena.rivera613@uqvirtual.edu.co,3208069447,"Calle 31 # 20 - 31, Palmira",2019-2,Inscrito,Mujer,Separado,Colombiano,Valle Del Cauca,Palmira,Valle Del Cauca,Palmira,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,9,Cali,Sin info,IE SAGRADA FAMILIA,Oficial,Mestiza,NO APLICA,SANITAS EPS,2,Icetex,Abandonado
614,1089454236,Elena,Moreno González,elena.moreno614@uqvirtual.edu.co,3183663283,"Calle 13 # 8 - 68, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,COLEGIO CENTRO INTEGRAL  JOSE MARIA CORDOBA (IED),Oficial,Mestiza,NO APLICA,COMPENSAR EPS,2,Icetex,Abandonado
615,1002335657,Pedro,Marín Chica,pedro.marín615@uqvirtual.edu.co,3227465680,"Calle 30 # 29 - 72, Buenaventura",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Valle Del Cauca,Buenaventura,Valle Del Cauca,Buenaventura,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,4,Armenia,Sin info,SAN RAFAEL,Oficial,Mestiza,NO APLICA,COOMEVA EPS,2,Icetex,Cursando
616,1010365563,Javier,González López,javier.gonzález616@uqvirtual.edu.co,3133338398,"Calle 12 # 2 - 64, Pereira",2019-2,Inscrito,Hombre,Soltero,Colombiano,Sin Depto,Sin Ciudad,Risaralda,Pereira,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,8,Pereira,Sin info,Sin colegio,Sin info,Sin info,Sin info,SURA,3,De contado,Abandonado
617,1005265407,Camila,Ríos Arango,camila.ríos617@uqvirtual.edu.co,3186949883,"Calle 45 # 9 - 94, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Boyacá,Tota,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,7,Armenia,Sin info,IE JORGE ELIECER GAITAN,Oficial,Mestiza,NO APLICA,COMPENSAR EPS,3,Icetex,Abandonado
618,1077246428,Esteban,Acosta Pérez,esteban.acosta618@uqvirtual.edu.co,3141257671,"Calle 11 # 19 - 16, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,10,Armenia,Sin info,JHON F KENEDY,Oficial,Mestiza,NO APLICA,NUEVA EPS,1,Icetex,Finalizado
619,1014100714,Oscar,López Patiño,oscar.lópez619@uqvirtual.edu.co,3198855964,"Calle 48 # 24 - 100, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,4,Armenia,Sin info,RUFINO JOSE CUERVO SUR,Oficial,Mestiza,NO APLICA,NUEVA EPS,3,Credito propio,Abandonado
620,1013192717,Isabella,Zapata Rivera,isabella.zapata620@uqvirtual.edu.co,3134532987,"Calle 15 # 14 - 55, Barranquilla",2019-2,Inscrito,Mujer,Soltero,Colombiano,Atlántico,Barranquilla,Atlántico,Barranquilla,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,1,Armenia,Sin info,INST. EDUC. DIST. REUVEN FEUERSTEN,Oficial,Mestiza,NO APLICA,SALUD TOTAL EPS,2,Icetex,Abandonado
621,1028560638,Bernardo,Ortiz Zuluaga,bernardo.ortiz621@uqvirtual.edu.co,3102759239,"Calle 41 # 29 - 47, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,1,Armenia,Sin info,COL SAN FRANCISCO SOLANO,Privada,Mestiza,NO APLICA,OTRO,4,De contado,Abandonado
622,1045511500,Mónica,Trujillo Echeverry,mónica.trujillo622@uqvirtual.edu.co,3112365079,"Calle 2 # 6 - 80, Bogotá D.C.",2019-2,Inscrito,Mujer,Separado,Colombiano,Norte De Santander,Convencion,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,7,Armenia,Sin info,NORMAL SUPERIOR,Oficial,Blanca,NO APLICA,FAMISANAR EPS,3,Icetex,Abandonado
623,1059243939,Marta,Murillo Osorio,marta.murillo623@uqvirtual.edu.co,3114986729,"Calle 17 # 16 - 45, Circasia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Nariño,Mallama,Quindío,Circasia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Comunicacion Social-Periodismo,3,Armenia,Sin info,CENTRO EDUCATIVO PUSPUED,Oficial,Mestiza,NO APLICA,EMMSANAR,1,De contado,Cursando
624,1059657177,Adriana,Zapata Osorio,adriana.zapata624@uqvirtual.edu.co,3215301525,"Calle 29 # 23 - 7, Bogotá D.C.",2019-2,Inscrito,Mujer,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,3,Armenia,Sin info,BTO DE ADULTOS UNAD,Privada,Blanca,NO APLICA,COMPENSAR EPS,3,De contado,Cursando
625,1062739288,Gabriela,Valencia Pérez,gabriela.valencia625@uqvirtual.edu.co,3205867054,"Calle 47 # 28 - 38, Buenaventura",2019-2,Inscrito,Mujer,Casado,Colombiano,Nariño,El Charco,Valle Del Cauca,Buenaventura,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Buenaventura,Sin info,C.E. SAN RAFAEL,Oficial,Negra,NO APLICA,OTRO,1,Icetex,Finalizado
626,1074606845,Tatiana,Londoño Serna,tatiana.londoño626@uqvirtual.edu.co,3136229462,"Calle 7 # 19 - 40, Chinchina",2019-2,Inscrito,Mujer,Soltero,Colombiano,Caldas,Chinchina,Caldas,Chinchina,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INSTITUCION EDUCATIVA SANTA TERESITA,Oficial,Blanca,NO APLICA,SALUDCOOP EPS,2,Credito propio,Finalizado
627,1081498373,Yerson,Torres Bermúdez,yerson.torres627@uqvirtual.edu.co,3146633872,"Calle 18 # 24 - 100, Bogotá D.C.",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ing. de Sistemas y Computacion,2,Armenia,Sin info,INST ANDRE MICHELIN,Privada,Mestiza,NO APLICA,CAPITALSALUD,3,Icetex,Cursando
628,1092349015,Mateo,Torres Ibarra,mateo.torres628@uqvirtual.edu.co,3136074044,"Calle 25 # 10 - 72, Anserma",2019-2,Inscrito,Hombre,Soltero,Colombiano,Caldas,Anserma,Caldas,Anserma,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,9,Pereira,Sin info,INSTITUCION EDUCATIVA DE OCCIDENTE,Oficial,Mestiza,NO APLICA,NUEVA EPS,3,Icetex,Abandonado
629,1019883318,Daniel,López Estrada,daniel.lópez629@uqvirtual.edu.co,3205790843,"Calle 48 # 25 - 10, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Tolima,Ibague,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,6,Armenia,Sin info,I.E. SAN JOSÉ,Oficial,Mestiza,NO APLICA,SALUD TOTAL EPS,2,Credito propio,Cursando
630,1016100964,Laura,Cortés Torres,laura.cortés630@uqvirtual.edu.co,3101440301,"Calle 49 # 7 - 64, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Atlántico,Sabanagrande,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Tecnologia en Topografia,3,Armenia,Sin info,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SE¿ORA DE FATIMA,Oficial,Blanca,NO APLICA,NUEVA EPS,1,Credito propio,Abandonado
631,1029347597,Camilo,Jiménez Gómez,camilo.jiménez631@uqvirtual.edu.co,3225837752,"Calle 36 # 11 - 43, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. Ingenieria,Ing. de Sistemas y Computacion,10,Armenia,Sin info,BOSQUES DE PINARES,Oficial,Mestiza,NO APLICA,OTRO,1,Icetex,Finalizado
632,1008455674,Laura,Ibarra Ortiz,laura.ibarra632@uqvirtual.edu.co,3228112068,"Calle 47 # 2 - 64, Santiago De Cali",2019-2,Inscrito,Mujer,Separado,Colombiano,Cauca,Popayan,Valle Del Cauca,Santiago De Cali,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,7,Armenia,Sin info,ALEJANDRO DE HUMBOLDT,Oficial,Blanca,NO APLICA,NUEVA EPS,1,De contado,Cursando
633,1026406718,Alejandro,Escobar Sánchez,alejandro.escobar633@uqvirtual.edu.co,3142517205,"Calle 2 # 3 - 84, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Chia,Quindío,Calarca,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,4,Armenia,Sin info,GIMNASIO OXFORD SCHOOL,Privada,Blanca,NO APLICA,NUEVA EPS,1,Credito propio,Cursando
634,1093531119,Wilson,Londoño Patiño,wilson.londoño634@uqvirtual.edu.co,3127997145,"Calle 37 # 11 - 42, Santiago De Cali",2019-2,Inscrito,Hombre,Casado,Colombiano,Valle Del Cauca,Santiago De Cali,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. Financiera,5,Cali,Sin info,INST NACIONAL DEL APRENDIZAJE INSA,Privada,Blanca,NO APLICA,SURA,2,Credito propio,Cursando
